InvoiceID,InvoiceSequenceID,OMONumber,InvoiceBillAmount,InvoicePayAmount,SalesTax,AdminFee,PaymentID,ChargeAmount,Payment Term,InvoiceStatus,InvoiceDate,DateTransferDoF,DaysDel
4,2331668,EC23120,121.85,121.85,5.48,48.74,1548050,176.07,60,NotDispute,5/16/2012,7/20/2012,30DayDel
5,2335822,EC23120,74.89,74.89,3.37,29.96,1551660,108.22,60,NotDispute,6/15/2012,7/20/2012,On-Time
1,2270725,EC23120,359.51,359.51,16.18,143.8,1492367,519.49,60,NotDispute,2/14/2012,3/20/2012,On-Time
2,2286336,EC23120,319.73,319.73,14.39,127.89,1506432,462.01,60,NotDispute,3/16/2012,4/20/2012,On-Time
3,2288435,EC23888,186.64,186.64,8.4,74.66,1508840,269.7,60,NotDispute,04-02-2012,5/18/2012,On-Time
4,2306037,EC23888,175.5,175.5,7.9,70.2,1524755,253.6,60,NotDispute,05-01-2012,06-06-2012,On-Time
5,2333059,EC23888,183.5,183.5,8.26,73.4,1548731,265.16,60,NotDispute,5/31/2012,7/20/2012,On-Time
6,2351392,EC23888,285.96,285.96,12.87,114.38,1567330,413.21,60,NotDispute,6/29/2012,08-10-2012,On-Time
1,2271169,EC23888,306.98,306.98,13.81,122.79,1492735,443.58,60,NotDispute,02-01-2012,3/20/2012,On-Time
2,2273861,EC23888,218.17,218.17,9.82,87.27,1505847,315.26,60,NotDispute,03-02-2012,4/20/2012,On-Time
1,EC24480,EC24480,100,100,8.88,40,1508175,148.88,60,NotDispute,3/26/2012,4/20/2012,On-Time
1,EC25918,EC25918,100,100,8.88,40,1510357,148.88,60,NotDispute,04-05-2012,5/18/2012,On-Time
1,EC29756,EC29756,590,590,52.36,236,1548662,878.36,60,NotDispute,06-02-2012,7/20/2012,On-Time
1,2349504,ED01073,77.61,77.61,3.49,31.04,1565902,112.14,60,NotDispute,07-02-2012,08-10-2012,On-Time
2,2365968,ED01073,94.09,94.09,4.23,37.64,1583089,135.96,60,NotDispute,08-01-2012,9/20/2012,On-Time
3,2382216,ED01073,76.12,76.12,3.43,30.45,1597145,110,60,NotDispute,8/31/2012,10/19/2012,On-Time
4,2398298,ED01073,80.11,80.11,3.6,32.04,1614094,115.75,60,NotDispute,10-01-2012,11/20/2012,On-Time
5,2412686,ED01073,167.6,167.6,7.54,67.04,1626974,242.18,60,NotDispute,10/30/2012,11/20/2012,On-Time
6,2429413,ED01073,283,283,12.74,113.2,1644120,408.94,60,NotDispute,11/30/2012,1/18/2013,On-Time
7,2479731,ED01073,471.49,471.49,21.22,188.6,1661320,681.31,60,NotDispute,01-02-2013,2/20/2013,On-Time
8,2495464,ED01073,472.42,472.42,21.26,188.97,1691508,682.65,60,NotDispute,1/31/2013,3/20/2013,On-Time
9,2510170,ED01073,448.35,448.35,20.18,179.34,1691706,647.87,60,NotDispute,03-01-2013,4/19/2013,On-Time
10,2526682,ED01073,428.51,428.51,19.28,171.4,1707675,619.19,60,NotDispute,04-01-2013,4/19/2013,On-Time
11,2542776,ED01073,281.45,281.45,12.67,112.58,1724257,406.7,60,NotDispute,05-01-2013,6/21/2013,On-Time
12,2559104,ED01073,164.55,164.55,7.4,65.82,1754046,237.77,60,NotDispute,06-03-2013,7/18/2013,On-Time
13,2575187,ED01073,88.18,88.18,3.97,35.27,1755363,127.42,60,NotDispute,07-01-2013,8/21/2013,On-Time
1,ED06363,ED06363,924,924,82.01,369.6,1626880,1375.61,60,NotDispute,9/27/2012,11/20/2012,On-Time
1,ED07391,ED07391,100,100,8.88,40,1627537,148.88,60,NotDispute,10/13/2012,11/20/2012,On-Time
1,28436,ED13953,847.71,847.71,38.15,339.08,1690578,1224.94,60,NotDispute,01-11-2013,3/20/2013,30DayDel
1,DD00409,DD00409,205,205,18.19,82,1691305,305.19,60,NotDispute,2/15/2013,3/20/2013,On-Time
1,DD00616,DD00616,9600,9600,852,0,2104673,10452,60,NotDispute,11/24/2014,,90PDayDel
1,2528361,ED18757,21.05,19.33,0.87,7.73,1709643,27.93,60,NotDispute,04-09-2013,5/19/2013,On-Time
3,2561650,ED18757,81.41,81.41,3.66,32.56,1753787,117.63,60,NotDispute,6/27/2013,7/18/2013,On-Time
2,2561649,ED18757,59.09,59.09,2.66,23.64,1753788,85.39,60,NotDispute,6/27/2013,7/18/2013,On-Time
4,2576950,ED18757,89.77,0,0,0,,0,60,NotDispute,07-09-2013,,90PDayDel
1,ED21338,ED21338,16,16,1.42,6.4,1736939,23.82,60,NotDispute,4/29/2013,6/21/2013,On-Time
1,ED24501,ED24501,16,16,1.42,6.4,1769860,23.82,60,Dispute,6/17/2013,9/20/2013,60DayDel
1,EE00709,EE00709,50,50,4.44,20,1788322,74.44,60,Dispute,7/15/2013,10/18/2013,60DayDel
1,2577058,EE00956,83.31,83.31,3.75,33.32,1769426,120.38,60,NotDispute,07-12-2013,8/21/2013,On-Time
2,2594067,EE00956,75.88,75.88,3.41,30.35,1783857,109.64,60,NotDispute,8/13/2013,9/20/2013,On-Time
3,2618000,EE00956,60.16,60.16,2.71,24.06,1800158,86.93,60,NotDispute,09-12-2013,10/18/2013,On-Time
4,2634135,EE00956,63.88,63.88,2.87,25.55,1815413,92.3,60,NotDispute,10-11-2013,11/20/2013,On-Time
5,2663186,EE00956,68.91,68.91,3.1,27.56,1832718,99.57,60,NotDispute,11-12-2013,12/19/2013,On-Time
6,2665842,EE00956,341.05,341.05,15.35,136.42,1835522,492.82,60,NotDispute,12-11-2013,1/17/2014,On-Time
10,2728559,EE00956,396.25,396.25,17.83,158.5,1906907,572.58,60,NotDispute,04-11-2014,5/19/2014,On-Time
11,2743967,EE00956,240.06,240.06,10.8,96.02,1921682,346.88,60,NotDispute,5/13/2014,6/20/2014,On-Time
12,2759401,EE00956,93.57,93.57,4.21,37.43,1926101,135.21,60,NotDispute,06-12-2014,7/18/2014,On-Time
13,2775469,EE00956,75.95,75.95,3.42,30.38,1951859,109.75,60,NotDispute,7/14/2014,8/20/2014,On-Time
7,2681949,EE00956,621.84,621.84,27.98,248.74,1860790,898.56,60,NotDispute,1/13/2014,2/20/2014,On-Time
8,2696864,EE00956,664.71,664.71,29.91,265.88,1864390,960.5,60,NotDispute,02-11-2014,3/20/2014,On-Time
9,2712632,EE00956,582.24,582.24,26.2,232.9,1880207,841.34,60,NotDispute,3/13/2014,4/18/2014,On-Time
1,2590584,EE01027,183.66,183.66,8.26,73.46,1770785,265.38,60,NotDispute,7/30/2013,9/20/2013,On-Time
2,2615781,EE01027,174.66,174.66,7.86,69.86,1786229,252.38,60,NotDispute,8/28/2013,9/20/2013,On-Time
3,2631065,EE01027,176.34,176.34,7.94,70.54,1801326,254.82,60,NotDispute,9/27/2013,10/18/2013,On-Time
4,2647380,EE01027,187.93,187.93,8.46,75.17,1818149,271.56,60,NotDispute,10/29/2013,11/20/2013,On-Time
5,2663524,EE01027,174.87,174.87,7.87,69.95,1832651,252.69,60,NotDispute,11/27/2013,12/19/2013,On-Time
6,2681598,EE01027,428.7,428.7,19.29,171.48,1861664,619.47,60,NotDispute,12/31/2013,2/20/2014,On-Time
7,2694441,EE01027,473.35,473.35,21.3,189.34,1862324,683.99,60,NotDispute,1/30/2014,2/20/2014,On-Time
8,2710685,EE01027,506.88,506.88,22.81,202.75,1878193,732.44,60,NotDispute,03-03-2014,3/20/2014,On-Time
11,2925421,EE01027,167.18,167.18,7.52,66.87,2087318,241.57,60,Dispute,10/21/2014,6/19/2015,90PDayDel
12,2925422,EE01027,665.93,665.93,29.97,266.37,2087319,962.27,60,Dispute,10/21/2014,6/19/2015,90PDayDel
10,2741761,EE01027,278.02,278.02,12.51,111.21,2087320,401.74,60,Dispute,4/30/2014,6/19/2015,90PDayDel
9,2726248,EE01027,433.41,433.41,19.5,173.36,2087711,626.27,60,NotDispute,5/13/2015,6/19/2015,On-Time
1,2590911,EE02424,183.61,183.61,8.26,73.44,1771006,265.31,60,NotDispute,7/31/2013,9/20/2013,On-Time
2,2616137,EE02424,174.6,174.6,7.86,69.84,1787639,252.3,60,NotDispute,8/29/2013,10/18/2013,On-Time
3,2631351,EE02424,176.34,176.34,7.94,70.54,1801475,254.82,60,NotDispute,9/30/2013,10/18/2013,On-Time
4,2648839,EE02424,87.85,87.85,3.95,35.14,1818456,126.94,60,NotDispute,10/30/2013,11/20/2013,On-Time
5,2663876,EE02424,303.79,303.79,13.67,121.52,1834061,438.98,60,NotDispute,12-02-2013,1/17/2014,On-Time
10,2741931,EE02424,177.61,177.61,7.99,71.04,1909758,256.64,60,NotDispute,05-01-2014,6/20/2014,On-Time
11,2757186,EE02424,181.34,181.34,8.16,72.54,1925468,262.04,60,NotDispute,06-02-2014,7/18/2014,On-Time
12,2774639,EE02424,174.95,174.95,7.87,69.98,1940439,252.8,60,NotDispute,07-01-2014,8/20/2014,On-Time
6,2681709,EE02424,435.56,435.56,19.6,174.22,1861736,629.38,60,NotDispute,01-02-2014,2/20/2014,On-Time
7,2708569,EE02424,473.05,473.05,21.29,189.22,1876747,683.56,60,NotDispute,1/31/2014,3/20/2014,On-Time
8,2712423,EE02424,533.17,533.17,23.99,213.27,1880230,770.43,60,NotDispute,03-04-2014,4/18/2014,On-Time
9,2726556,EE02424,401.21,401.21,18.05,160.48,1894837,579.74,60,NotDispute,04-02-2014,5/19/2014,On-Time
1,EE06680,EE06680,300,300,26.63,120,1848832,446.63,60,Dispute,9/21/2013,2/20/2014,90PDayDel
1,EE07595,EE07595,20,20,1.78,8,1831534,29.78,60,NotDispute,10-04-2013,12/19/2013,30DayDel
1,EE09535,EE09535,50,50,4.44,20,1848225,74.44,60,NotDispute,11-08-2013,1/17/2014,30DayDel
1,EE17680,EE17680,50,50,4.44,20,1999258,74.44,60,Dispute,3/26/2014,12/19/2014,90PDayDel
1,EE18325,EE18325,50,50,4.44,20,1907325,74.44,60,NotDispute,03-02-2014,5/19/2014,30DayDel
1,EE26875,EE26875,8,8,0.71,3.2,1954011,11.91,60,NotDispute,6/30/2014,8/20/2014,On-Time
1,EF04701,EF04701,100,100,8.88,40,1970711,148.88,60,NotDispute,8/27/2014,10/20/2014,On-Time
1,EF05068,EF05068,288,288,25.56,115.2,1997814,428.76,60,NotDispute,10/13/2014,12/19/2014,30DayDel
1,EF10943,EF10943,200,200,17.75,80,2058547,297.75,60,Dispute,12-04-2014,4/20/2015,90DayDel
1,EF11638,EF11638,100,100,8.88,40,2029650,148.88,60,NotDispute,12/31/2014,2/20/2015,On-Time
1,EF19473,EF19473,813,813,72.15,325.2,2099928,1210.35,60,NotDispute,05-01-2015,6/19/2015,On-Time
1,EG03797,EG03797,650,150,13.31,75,2122831,238.31,60,NotDispute,12/16/2015,2/19/2016,30DayDel
1,EG04347,EG04347,100,100,8.88,50,2116236,158.88,60,NotDispute,10/19/2015,11/20/2015,On-Time
1,EG05352,EG05352,100,100,8.88,50,2114946,158.88,60,NotDispute,10/15/2015,11/20/2015,On-Time
1,EG10407,EG10407,20,20,1.78,10,2128482,31.78,60,Dispute,1/19/2016,4/20/2016,60DayDel
1,EG11805,EG11805,150,150,13.31,75,2127656,238.31,60,NotDispute,2/18/2016,3/18/2016,On-Time
1,EG13269,EG13269,549,549,48.72,274.5,2130992,872.22,60,NotDispute,03-06-2016,4/20/2016,On-Time
1,EG17694,EG17694,100,100,8.88,50,2140703,158.88,60,NotDispute,06-08-2016,7/20/2016,On-Time
1,EG19096,EG19096,2940,2940,260.93,1470,2146945,4670.93,60,NotDispute,08-04-2016,10/20/2016,30DayDel
1,EH04899,EH04899,160,160,14.2,80,2162032,254.2,60,NotDispute,10/18/2016,,90PDayDel
1,EH08219,EH08219,750,100,8.88,50,2160312,158.88,60,NotDispute,12/30/2016,2/17/2017,On-Time
2,64-4212-1075-00,E003754,78,78,3.12,15,,96.12,60,NotDispute,4/26/1999,,90PDayDel
1,64-4212-1075-00,E003754,89.01,89.01,3.56,15,,107.57,60,NotDispute,3/26/1999,,90PDayDel
1,E009469,E009469,125,70,5.78,15,3529,90.78,60,Dispute,08-10-1999,3/22/2000,90PDayDel
1,9702,E009702,680,680,56.1,75,1011,811.1,60,Dispute,8/16/1999,3/22/2000,90PDayDel
1,E010937,E010937,8460,7300,602.25,75,30597,7977.25,60,Dispute,11-12-1999,2/20/2001,90PDayDel
2,E010937A,E010937,1160,1160,95.7,75,54475,1330.7,60,NotDispute,05-08-2001,6/20/2001,On-Time
1,43-2039-2250-00,E103413,264.75,264.75,10.59,39.71,27288,315.05,60,Dispute,7/13/2000,2/20/2001,90PDayDel
4,43-2039--2250-0,E103413,566.53,566.53,22.66,75,30613,664.19,60,Dispute,09-12-2000,1/19/2001,90DayDel
5,43-2039-2250-00,E103413,189.21,189.21,7.57,28.38,33243,225.16,60,Dispute,10-12-2000,2/20/2001,90DayDel
6,43-2039-2250-00,E103413,561.4,372.19,14.89,55.83,38314,442.91,60,Dispute,10-12-2000,3/20/2001,90PDayDel
7,43-2039-2250-00,E103413,304.41,304.41,12.18,45.66,41950,362.25,60,Dispute,12/13/2000,3/20/2001,60DayDel
8,43-2039-2250-00,E103413,292.6,292.6,11.7,43.89,47605,348.19,60,Dispute,01-12-2001,4/20/2001,60DayDel
9,46-3135-0665-00,E103413,142.77,142.77,5.71,21.42,52783,169.9,60,NotDispute,2/27/2001,5/18/2001,30DayDel
10,43-2039-2250-00,E103413,531.48,531.48,21.26,75,55182,627.74,60,Dispute,2/13/2001,10/22/2001,90PDayDel
11,43-2039-2250-00,E103413,803.96,272.48,10.9,40.87,57600,324.25,60,Dispute,4/15/2001,10/22/2001,90PDayDel
12,43-2039-2250-00,E103413,308.56,308.56,12.34,46.28,61994,367.18,60,Dispute,5/14/2001,10/22/2001,90PDayDel
13,43-2039-2250-00,E103413,285.01,285.01,11.4,42.75,63503,339.16,60,NotDispute,6/13/2001,8/17/2001,30DayDel
14,43-2059-2250-00,E103413,228.1,288.1,11.52,43.22,67398,342.84,60,Dispute,7/13/2001,10/22/2001,60DayDel
15,43-2039-2250-00,E103413,733.05,733.05,29.32,75,70103,837.37,60,Dispute,6/13/2001,10/22/2001,90DayDel
2,43-2039-2250-00,E103413,0,0,0,0,,0,60,NotDispute,08-11-2000,,90PDayDel
1,1961710,EB02694,28.02,28.02,1.26,7.01,1189366,36.29,60,NotDispute,07-07-2010,8/20/2010,On-Time
2,1992892,EB02694,189.46,189.46,8.53,47.37,1219258,245.36,60,NotDispute,08-05-2010,10/20/2010,30DayDel
3,2007971,EB02694,125.41,125.41,5.64,31.35,1233774,162.4,60,NotDispute,09-03-2010,11/18/2010,30DayDel
4,2011967,EB02694,104.52,104.52,4.7,26.13,1248480,135.35,60,NotDispute,10-05-2010,12/20/2010,30DayDel
5,2025063,EB02694,104.01,104.01,4.68,26,1262501,134.69,60,NotDispute,11-03-2010,1/20/2011,30DayDel
6,2039046,EB02694,164.57,164.57,7.41,41.14,1264946,213.12,60,NotDispute,12-07-2010,2/15/2011,30DayDel
7,2043239,EB02694,250.72,250.72,11.28,62.68,1277574,324.68,60,NotDispute,01-06-2011,3/18/2011,30DayDel
8,2056234,EB02694,176.94,176.94,7.96,44.24,1290657,229.14,60,Dispute,02-07-2010,3/18/2011,90PDayDel
9,2070140,EB02694,154.39,154.39,6.95,38.6,1304425,199.94,60,NotDispute,03-09-2011,4/20/2011,On-Time
10,2084615,EB02694,167.16,167.16,7.52,41.79,1308281,216.47,60,NotDispute,04-07-2011,5/20/2011,On-Time
11,2101031,EB02694,124.68,124.68,5.61,31.17,1336029,161.46,60,NotDispute,05-06-2011,06-10-2011,On-Time
12,2115578,EB02694,122.43,122.43,5.51,30.61,1340368,158.55,60,NotDispute,06-07-2011,7/20/2011,On-Time
1,EA37323,EA37323,21.25,21.25,1.89,5.31,1187946,28.45,60,NotDispute,06-04-2010,8/20/2010,30DayDel
1,EA36297,EA36297,29.75,29.75,2.64,7.44,1187558,39.83,60,NotDispute,5/24/2010,8/20/2010,30DayDel
1,1966237,EB03461,10.8,10.8,0.49,2.7,1191983,13.99,60,NotDispute,8/17/2010,9/20/2010,On-Time
2,1966246,EB03461,96.18,96.18,4.33,24.05,1191984,124.56,60,NotDispute,8/17/2010,9/20/2010,On-Time
3,2008713,EB03461,57.15,50.05,2.25,12.51,1235983,64.81,60,Dispute,09-10-2010,12/20/2010,60DayDel
4,2022112,EB03461,31.25,31.25,1.41,7.81,1248114,40.47,60,NotDispute,10-12-2010,12/20/2010,30DayDel
5,2025603,EB03461,26.29,26.29,1.18,6.57,1261758,34.04,60,NotDispute,11-09-2010,1/20/2011,30DayDel
6,2039890,EB03461,25.56,25.56,1.15,6.39,1266128,33.1,60,NotDispute,12/13/2010,2/15/2011,30DayDel
7,2042788,EB03461,127.03,127.03,5.72,31.76,1277781,164.51,60,NotDispute,01-12-2011,2/15/2011,On-Time
8,2066923,EB03461,114.6,114.6,5.16,28.65,1291643,148.41,60,NotDispute,02-11-2011,4/20/2011,30DayDel
9,2081010,EB03461,134.07,134.07,6.03,33.52,1305391,173.62,60,NotDispute,3/15/2011,4/20/2011,On-Time
10,2095772,EB03461,83.89,83.89,3.78,20.97,1320116,108.64,60,NotDispute,4/13/2011,5/20/2011,On-Time
11,2100835,EB03461,26.73,26.73,1.2,6.68,1335396,34.61,60,NotDispute,05-12-2011,06-10-2011,On-Time
12,2117419,EB03461,127.63,127.63,5.74,31.91,1377056,165.28,60,NotDispute,6/13/2011,8/19/2011,30DayDel
1,1977465,EB03685,112.21,112.21,5.05,28.05,1203422,145.31,60,NotDispute,7/19/2010,9/20/2010,30DayDel
2,1994662,EB03685,366.22,366.22,16.48,91.56,1220519,474.26,60,NotDispute,8/17/2010,10/20/2010,30DayDel
3,2009239,EB03685,252.33,252.33,11.35,63.08,1235321,326.76,60,Dispute,9/16/2010,12/20/2010,60DayDel
4,2022858,EB03685,109.55,109.55,4.93,27.39,1248352,141.87,60,NotDispute,10/15/2010,12/20/2010,30DayDel
5,2027786,EB03685,1187.96,1187.96,53.46,296.99,1263139,1538.41,60,NotDispute,11/15/2010,1/20/2011,30DayDel
6,2038735,EB03685,2116.23,2116.23,95.23,529.06,1265527,2740.52,60,NotDispute,12/15/2010,2/15/2011,30DayDel
7,2053531,EB03685,2954.88,2954.88,132.97,738.72,1278406,3826.57,60,NotDispute,1/14/2011,3/18/2011,30DayDel
8,2067766,EB03685,3143.02,3143.02,141.44,785.76,1293159,4070.22,60,NotDispute,2/14/2011,4/20/2011,30DayDel
1,1978698,EB03499,54.25,54.25,2.44,13.56,1204597,70.25,60,NotDispute,7/23/2010,9/20/2010,On-Time
1,1977304,EB03661,29.5,29.5,1.33,7.38,1204725,38.21,60,Dispute,7/16/2010,10/20/2010,60DayDel
2,1996140,EB03661,54.95,54.95,2.47,13.74,1221761,71.16,60,Dispute,8/16/2010,11/18/2010,60DayDel
3,2008994,EB03661,50.51,50.51,2.27,12.63,1236245,65.41,60,Dispute,9/15/2010,12/20/2010,60DayDel
4,2022705,EB03661,105.67,105.67,4.76,26.42,1248565,136.85,60,NotDispute,10/14/2010,12/20/2010,30DayDel
5,2027074,EB03661,289.58,289.58,13.03,72.4,1262641,375.01,60,NotDispute,11-12-2010,1/20/2011,30DayDel
6,2038582,EB03661,506.25,506.25,22.78,126.56,1265074,655.59,60,NotDispute,12/14/2010,2/15/2011,30DayDel
7,2041785,EB03661,363.98,363.98,16.38,91,1277924,471.36,60,NotDispute,01-03-2011,3/18/2011,30DayDel
8,2054346,EB03661,112.09,112.09,5.04,28.02,1280286,145.15,60,NotDispute,1/18/2011,3/18/2011,On-Time
9,2097423,EB03661,1753.8,1611.43,72.51,402.86,1321352,2086.8,60,NotDispute,3/17/2011,5/20/2011,30DayDel
10,2097429,EB03661,387.63,387.63,17.44,96.91,1321359,501.98,60,NotDispute,4/13/2011,5/20/2011,On-Time
11,2101588,EB03661,229.02,229.02,10.31,57.26,1339839,296.59,60,NotDispute,5/13/2011,7/20/2011,30DayDel
12,2116993,EB03661,148.97,148.97,6.7,37.24,1340714,192.91,60,NotDispute,6/14/2011,7/20/2011,On-Time
1,1966428,EB07636,80.09,80.09,3.6,20.02,1203255,103.71,60,NotDispute,7/27/2010,9/20/2010,On-Time
2,1992290,EB07636,3.33,3.33,0.13,0.83,1218134,4.29,60,Dispute,08-05-2000,10/20/2010,90PDayDel
1,EB01798,EB01798,17,17,1.51,4.25,1191135,22.76,60,NotDispute,7/13/2010,9/20/2010,30DayDel
1,EB08615,EB08615,9.7,9.7,0.86,2.43,1218666,12.99,60,NotDispute,09-03-2010,10/20/2010,On-Time
1,EB07190,EB07190,680,680,60.35,170,1219512,910.35,60,NotDispute,8/26/2010,10/20/2010,On-Time
1,EB03721,EB03721,599,599,53.16,149.75,1219607,801.91,60,Dispute,7/25/2010,11/18/2010,60DayDel
1,EA38919,EA38919,100,100,8.88,25,1221522,133.88,60,Dispute,7/14/2010,11/18/2010,90DayDel
1,E926989,E926989,70,70,5.86,10.5,1203797,86.36,60,Dispute,03-10-2009,10/20/2010,90PDayDel
1,EB11730,EB11730,100,100,8.88,25,1236705,133.88,60,NotDispute,10/26/2010,12/20/2010,On-Time
1,E912990,E912990,11.8,11.8,0.99,1.77,1250081,14.56,60,Dispute,03-02-2009,1/20/2011,90PDayDel
1,EA14820,EA14820,46.2,46.2,4.1,6.93,1252026,57.23,60,Dispute,11-03-2009,1/20/2011,90PDayDel
1,EB17814,EB17814,8.5,8.5,0.75,2.13,1265496,11.38,60,NotDispute,12/22/2010,2/15/2011,On-Time
1,EB18973,EB18973,24.25,24.25,2.15,6.06,1279460,32.46,60,NotDispute,01-10-2011,3/18/2011,30DayDel
1,EB22044,EB22044,9.3,9.3,0.83,2.33,1294078,12.46,60,NotDispute,02-10-2011,4/20/2011,30DayDel
1,EB19701,EB19701,338,338,30,84.5,1308133,452.5,60,Dispute,1/25/2011,5/20/2011,60DayDel
1,EB21364,EB21364,100,100,8.88,25,1308450,133.88,60,NotDispute,3/24/2011,5/20/2011,On-Time
1,EB14682,EB14682,2950,2950,261.81,737.5,1318247,3949.31,60,Dispute,02-11-2011,5/20/2011,60DayDel
1,EB23584,EB23584,8.5,8.5,0.75,2.13,1319501,11.38,60,NotDispute,2/28/2011,5/20/2011,30DayDel
1,EA13056,EA13056,260,260,23.08,39,1307810,322.08,60,Dispute,1/24/2011,5/20/2011,60DayDel
1,EB29309,EB29309,597,597,52.98,149.25,1323660,799.23,60,NotDispute,4/29/2011,06-10-2011,On-Time
1,EB24287,EB24287,100,100,8.88,25,1324296,133.88,60,NotDispute,05-06-2011,06-10-2011,On-Time
1,EB29014,EB29014,19.4,19.4,1.72,4.85,1336131,25.97,60,NotDispute,4/25/2011,7/20/2011,30DayDel
1,2141675,EB33147,76.31,76.31,3.43,19.08,1376275,98.82,60,NotDispute,6/30/2011,8/19/2011,On-Time
1,EB29205,EB29205,100,50,4.44,12.5,1376491,66.94,60,Dispute,05-01-2011,8/19/2011,60DayDel
1,EC00008,EC00008,100,100,8.88,25,1380904,133.88,60,NotDispute,7/21/2011,9/20/2011,30DayDel
1,2156189,EC01646,4,4,0.18,1,1381658,5.18,60,NotDispute,7/25/2011,9/20/2011,On-Time
2,2156191,EC01646,52.42,52.42,2.36,13.11,1381659,67.89,60,NotDispute,7/25/2011,9/20/2011,On-Time
3,2172959,EC01646,66.88,66.88,3.01,16.72,1396834,86.61,60,NotDispute,8/30/2011,10/20/2011,On-Time
4,2188539,EC01646,55.89,55.89,2.52,13.97,1412247,72.38,60,NotDispute,9/22/2011,11-09-2011,On-Time
5,2205638,EC01646,71.16,71.16,3.2,17.79,1429823,92.15,60,NotDispute,10/28/2011,12/20/2011,On-Time
6,2220853,EC01646,86.82,86.82,3.91,21.71,1444386,112.44,60,NotDispute,11/22/2011,1/20/2012,On-Time
7,2237397,EC01646,119.8,119.8,5.39,29.95,1460874,155.14,60,NotDispute,12/29/2011,2/17/2012,On-Time
8,2253459,EC01646,95.69,95.69,4.31,23.92,1475984,123.92,60,NotDispute,1/24/2012,2/17/2012,On-Time
1,EC03336,EC03336,100,100,8.88,25,1394349,133.88,60,NotDispute,8/26/2011,9/20/2011,On-Time
1,EC01840,EC01840,100,100,8.88,25,1379278,133.88,60,NotDispute,08-01-2011,9/20/2011,On-Time
1,EC03086,EC03086,1273,1273,112.98,318.25,1409828,1704.23,60,NotDispute,8/19/2011,10/20/2011,30DayDel
1,EC05310,EC05310,100,100,8.88,25,1409628,133.88,60,NotDispute,9/13/2011,10/20/2011,On-Time
1,EC05461,EC05461,100,100,8.88,25,1411519,133.88,60,NotDispute,09-02-2011,10/20/2011,On-Time
1,EC07113,EC07113,100,100,8.88,25,1413888,133.88,60,NotDispute,10-05-2011,11-09-2011,On-Time
1,EC08041,EC08041,697,697,61.86,174.25,1426992,933.11,60,NotDispute,10-04-2011,12/20/2011,30DayDel
1,EC05553,EC05553,50,50,4.44,12.5,1429725,66.94,60,NotDispute,10/30/2011,12/20/2011,On-Time
1,2207850,EC08464,173.52,173.52,7.81,43.38,1441764,224.71,60,NotDispute,11-08-2011,12/20/2011,On-Time
2,2224524,EC08464,20.17,20.17,0.91,5.04,1458438,26.12,60,NotDispute,12-12-2011,1/20/2012,On-Time
3,2239463,EC08464,318.08,318.08,14.31,79.52,1461536,411.91,60,NotDispute,01-10-2012,2/17/2012,On-Time
1,EC09187,EC09187,50,50,4.44,12.5,1444032,66.94,60,NotDispute,10/17/2011,12/20/2011,30DayDel
1,EC08965,EC08965,254,254,22.54,63.5,1441776,340.04,60,NotDispute,11/14/2011,12/20/2011,On-Time
1,EC11617,EC11617,14.55,14.55,1.29,3.64,1446884,19.48,60,NotDispute,11-02-2011,1/20/2012,30DayDel
1,EC11855,EC11855,17,17,1.51,4.25,1444243,22.76,60,NotDispute,11-04-2011,1/20/2012,30DayDel
7,2225348,EC00453,193.05,155.4,6.99,38.85,1458740,201.24,60,NotDispute,12-08-2011,1/20/2012,On-Time
8,2239929,EC00453,315.85,315.85,14.21,78.96,1473656,409.02,60,NotDispute,01-09-2012,2/17/2012,On-Time
9,2256644,EC00453,273.27,273.27,12.3,68.32,1489379,353.89,60,NotDispute,02-07-2012,3/20/2012,On-Time
5,2191661,EC00453,158.34,-170.8,-7.69,0,,0,60,NotDispute,10-07-2011,,90PDayDel
1,2154129,EC00453,26,-411.33,-18.51,0,,0,60,NotDispute,07-08-2011,,90PDayDel
3,2172202,EC00453,37.85,-364.3,-16.39,0,,0,60,NotDispute,8/15/2011,,90PDayDel
2,2154130,EC00453,9.18,-402.15,-18.1,0,,0,60,NotDispute,07-08-2011,,90PDayDel
6,2207557,EC00453,133.15,-37.65,-1.69,0,,0,60,NotDispute,11-07-2011,,90PDayDel
4,2175278,EC00453,35.16,-329.14,-14.81,0,,0,60,NotDispute,09-08-2011,,90PDayDel
1,EC08454,EC08454,834,834,74.02,208.5,1461607,1116.52,60,NotDispute,01-03-2012,2/17/2012,On-Time
1,EC11891,EC11891,50,50,4.44,12.5,1473173,66.94,60,NotDispute,12-12-2011,2/17/2012,30DayDel
1,14934,EC16544,1575.13,1575.13,70.88,393.78,1477001,2039.79,60,NotDispute,12/29/2011,3/20/2012,30DayDel
1,EB24864,EB24864,100,100,8.88,25,1477328,133.88,60,NotDispute,02-01-2012,3/20/2012,On-Time
1,2271077,EC23006,69.87,69.87,3.14,27.95,1492867,100.96,60,NotDispute,02-08-2012,4/20/2012,30DayDel
2,2285568,EC23006,64.9,64.9,2.92,25.96,1506274,93.78,60,NotDispute,03-09-2012,4/20/2012,On-Time
12,1933212,EA02707,19.27,-14.44,-0.65,0,,0,60,NotDispute,05-07-2010,,90PDayDel
1,20289,EC19434,765.37,765.37,34.44,306.15,1493047,1105.96,60,NotDispute,1/31/2012,4/20/2012,30DayDel
